algorithm,base_algorithm,execution_type,threads,size,data_type,sample,time_ns,time_ms,sorted
MergeSortSerial,MergeSort,SERIAL,1,100000,NEARLY_SORTED,4,5729802,5.729802,true
MergeSortParallel,MergeSort,PARALLEL,2,100000,NEARLY_SORTED,4,4952610,4.952610,true
MergeSortParallel,MergeSort,PARALLEL,4,100000,NEARLY_SORTED,4,2933851,2.933851,true
MergeSortParallel,MergeSort,PARALLEL,8,100000,NEARLY_SORTED,4,1776175,1.776175,true
MergeSortParallel,MergeSort,PARALLEL,16,100000,NEARLY_SORTED,4,2738999,2.738999,true
MergeSortSerial,MergeSort,SERIAL,1,100000,NEARLY_SORTED,5,4847856,4.847856,true
MergeSortParallel,MergeSort,PARALLEL,2,100000,NEARLY_SORTED,5,3133804,3.133804,true
MergeSortParallel,MergeSort,PARALLEL,4,100000,NEARLY_SORTED,5,2094776,2.094776,true
MergeSortParallel,MergeSort,PARALLEL,8,100000,NEARLY_SORTED,5,2301487,2.301487,true
MergeSortParallel,MergeSort,PARALLEL,16,100000,NEARLY_SORTED,5,2050399,2.050399,true
MergeSortSerial,MergeSort,SERIAL,1,500000,NEARLY_SORTED,1,15216329,15.216329,true
MergeSortParallel,MergeSort,PARALLEL,2,500000,NEARLY_SORTED,1,9568636,9.568636,true
MergeSortParallel,MergeSort,PARALLEL,4,500000,NEARLY_SORTED,1,5724891,5.724891,true
MergeSortParallel,MergeSort,PARALLEL,8,500000,NEARLY_SORTED,1,5321985,5.321985,true
MergeSortParallel,MergeSort,PARALLEL,16,500000,NEARLY_SORTED,1,4441833,4.441833,true
MergeSortSerial,MergeSort,SERIAL,1,500000,NEARLY_SORTED,2,16325878,16.325878,true
MergeSortParallel,MergeSort,PARALLEL,2,500000,NEARLY_SORTED,2,9093123,9.093123,true
MergeSortParallel,MergeSort,PARALLEL,4,500000,NEARLY_SORTED,2,9585630,9.585630,true
MergeSortParallel,MergeSort,PARALLEL,8,500000,NEARLY_SORTED,2,7617138,7.617138,true
MergeSortParallel,MergeSort,PARALLEL,16,500000,NEARLY_SORTED,2,8567868,8.567868,true
MergeSortSerial,MergeSort,SERIAL,1,500000,NEARLY_SORTED,3,15000710,15.000710,true
MergeSortParallel,MergeSort,PARALLEL,2,500000,NEARLY_SORTED,3,9060836,9.060836,true
MergeSortParallel,MergeSort,PARALLEL,4,500000,NEARLY_SORTED,3,6571877,6.571877,true
MergeSortParallel,MergeSort,PARALLEL,8,500000,NEARLY_SORTED,3,6568128,6.568128,true
MergeSortParallel,MergeSort,PARALLEL,16,500000,NEARLY_SORTED,3,5573775,5.573775,true
MergeSortSerial,MergeSort,SERIAL,1,500000,NEARLY_SORTED,4,14560241,14.560241,true
MergeSortParallel,MergeSort,PARALLEL,2,500000,NEARLY_SORTED,4,11545930,11.545930,true
MergeSortParallel,MergeSort,PARALLEL,4,500000,NEARLY_SORTED,4,8481521,8.481521,true
MergeSortParallel,MergeSort,PARALLEL,8,500000,NEARLY_SORTED,4,8174929,8.174929,true
MergeSortParallel,MergeSort,PARALLEL,16,500000,NEARLY_SORTED,4,6875321,6.875321,true
MergeSortSerial,MergeSort,SERIAL,1,500000,NEARLY_SORTED,5,18232415,18.232415,true
MergeSortParallel,MergeSort,PARALLEL,2,500000,NEARLY_SORTED,5,8805779,8.805779,true
MergeSortParallel,MergeSort,PARALLEL,4,500000,NEARLY_SORTED,5,9714125,9.714125,true
MergeSortParallel,MergeSort,PARALLEL,8,500000,NEARLY_SORTED,5,10539334,10.539334,true
MergeSortParallel,MergeSort,PARALLEL,16,500000,NEARLY_SORTED,5,8986776,8.986776,true
QuickSortSerial,QuickSort,SERIAL,1,10000,NEARLY_SORTED,1,1180424,1.180424,true
QuickSortParallel,QuickSort,PARALLEL,2,10000,NEARLY_SORTED,1,1163595,1.163595,true
QuickSortParallel,QuickSort,PARALLEL,4,10000,NEARLY_SORTED,1,436889,0.436889,true
QuickSortParallel,QuickSort,PARALLEL,8,10000,NEARLY_SORTED,1,626534,0.626534,true
QuickSortParallel,QuickSort,PARALLEL,16,10000,NEARLY_SORTED,1,569811,0.569811,true
QuickSortSerial,QuickSort,SERIAL,1,10000,NEARLY_SORTED,2,321675,0.321675,true
QuickSortParallel,QuickSort,PARALLEL,2,10000,NEARLY_SORTED,2,755496,0.755496,true
QuickSortParallel,QuickSort,PARALLEL,4,10000,NEARLY_SORTED,2,724631,0.724631,true
QuickSortParallel,QuickSort,PARALLEL,8,10000,NEARLY_SORTED,2,426650,0.426650,true
QuickSortParallel,QuickSort,PARALLEL,16,10000,NEARLY_SORTED,2,568260,0.568260,true
QuickSortSerial,QuickSort,SERIAL,1,10000,NEARLY_SORTED,3,369923,0.369923,true
QuickSortParallel,QuickSort,PARALLEL,2,10000,NEARLY_SORTED,3,1154647,1.154647,true
QuickSortParallel,QuickSort,PARALLEL,4,10000,NEARLY_SORTED,3,1053016,1.053016,true
QuickSortParallel,QuickSort,PARALLEL,8,10000,NEARLY_SORTED,3,1147302,1.147302,true
QuickSortParallel,QuickSort,PARALLEL,16,10000,NEARLY_SORTED,3,605508,0.605508,true
QuickSortSerial,QuickSort,SERIAL,1,10000,NEARLY_SORTED,4,809555,0.809555,true
QuickSortParallel,QuickSort,PARALLEL,2,10000,NEARLY_SORTED,4,795280,0.795280,true
QuickSortParallel,QuickSort,PARALLEL,4,10000,NEARLY_SORTED,4,964845,0.964845,true
QuickSortParallel,QuickSort,PARALLEL,8,10000,NEARLY_SORTED,4,481943,0.481943,true
QuickSortParallel,QuickSort,PARALLEL,16,10000,NEARLY_SORTED,4,459904,0.459904,true
QuickSortSerial,QuickSort,SERIAL,1,10000,NEARLY_SORTED,5,1032926,1.032926,true
QuickSortParallel,QuickSort,PARALLEL,2,10000,NEARLY_SORTED,5,1619446,1.619446,true
QuickSortParallel,QuickSort,PARALLEL,4,10000,NEARLY_SORTED,5,904243,0.904243,true
QuickSortParallel,QuickSort,PARALLEL,8,10000,NEARLY_SORTED,5,1608565,1.608565,true
QuickSortParallel,QuickSort,PARALLEL,16,10000,NEARLY_SORTED,5,970377,0.970377,true
QuickSortSerial,QuickSort,SERIAL,1,50000,NEARLY_SORTED,1,2549502,2.549502,true
QuickSortParallel,QuickSort,PARALLEL,2,50000,NEARLY_SORTED,1,3449501,3.449501,true
QuickSortParallel,QuickSort,PARALLEL,4,50000,NEARLY_SORTED,1,2011080,2.011080,true
QuickSortParallel,QuickSort,PARALLEL,8,50000,NEARLY_SORTED,1,2625220,2.625220,true
QuickSortParallel,QuickSort,PARALLEL,16,50000,NEARLY_SORTED,1,3727369,3.727369,true
QuickSortSerial,QuickSort,SERIAL,1,50000,NEARLY_SORTED,2,3781169,3.781169,true
QuickSortParallel,QuickSort,PARALLEL,2,50000,NEARLY_SORTED,2,5136938,5.136938,true
QuickSortParallel,QuickSort,PARALLEL,4,50000,NEARLY_SORTED,2,2481413,2.481413,true
QuickSortParallel,QuickSort,PARALLEL,8,50000,NEARLY_SORTED,2,3541245,3.541245,true
QuickSortParallel,QuickSort,PARALLEL,16,50000,NEARLY_SORTED,2,2808488,2.808488,true
QuickSortSerial,QuickSort,SERIAL,1,50000,NEARLY_SORTED,3,3643766,3.643766,true
QuickSortParallel,QuickSort,PARALLEL,2,50000,NEARLY_SORTED,3,2825153,2.825153,true
QuickSortParallel,QuickSort,PARALLEL,4,50000,NEARLY_SORTED,3,2005192,2.005192,true
QuickSortParallel,QuickSort,PARALLEL,8,50000,NEARLY_SORTED,3,1975793,1.975793,true
QuickSortParallel,QuickSort,PARALLEL,16,50000,NEARLY_SORTED,3,2982352,2.982352,true
QuickSortSerial,QuickSort,SERIAL,1,50000,NEARLY_SORTED,4,2625663,2.625663,true
QuickSortParallel,QuickSort,PARALLEL,2,50000,NEARLY_SORTED,4,3121148,3.121148,true
QuickSortParallel,QuickSort,PARALLEL,4,50000,NEARLY_SORTED,4,2107002,2.107002,true
QuickSortParallel,QuickSort,PARALLEL,8,50000,NEARLY_SORTED,4,3934098,3.934098,true
QuickSortParallel,QuickSort,PARALLEL,16,50000,NEARLY_SORTED,4,3559142,3.559142,true
QuickSortSerial,QuickSort,SERIAL,1,50000,NEARLY_SORTED,5,2928726,2.928726,true
QuickSortParallel,QuickSort,PARALLEL,2,50000,NEARLY_SORTED,5,2547362,2.547362,true
QuickSortParallel,QuickSort,PARALLEL,4,50000,NEARLY_SORTED,5,2745437,2.745437,true
QuickSortParallel,QuickSort,PARALLEL,8,50000,NEARLY_SORTED,5,2010546,2.010546,true
QuickSortParallel,QuickSort,PARALLEL,16,50000,NEARLY_SORTED,5,3912166,3.912166,true
QuickSortSerial,QuickSort,SERIAL,1,100000,NEARLY_SORTED,1,6645727,6.645727,true
QuickSortParallel,QuickSort,PARALLEL,2,100000,NEARLY_SORTED,1,4906520,4.906520,true
QuickSortParallel,QuickSort,PARALLEL,4,100000,NEARLY_SORTED,1,3529079,3.529079,true
QuickSortParallel,QuickSort,PARALLEL,8,100000,NEARLY_SORTED,1,2432197,2.432197,true
QuickSortParallel,QuickSort,PARALLEL,16,100000,NEARLY_SORTED,1,3970905,3.970905,true
QuickSortSerial,QuickSort,SERIAL,1,100000,NEARLY_SORTED,2,7337361,7.337361,true
QuickSortParallel,QuickSort,PARALLEL,2,100000,NEARLY_SORTED,2,4835286,4.835286,true
QuickSortParallel,QuickSort,PARALLEL,4,100000,NEARLY_SORTED,2,3433356,3.433356,true
QuickSortParallel,QuickSort,PARALLEL,8,100000,NEARLY_SORTED,2,3727273,3.727273,true
QuickSortParallel,QuickSort,PARALLEL,16,100000,NEARLY_SORTED,2,4033738,4.033738,true
QuickSortSerial,QuickSort,SERIAL,1,100000,NEARLY_SORTED,3,8045988,8.045988,true
QuickSortParallel,QuickSort,PARALLEL,2,100000,NEARLY_SORTED,3,3037372,3.037372,true
QuickSortParallel,QuickSort,PARALLEL,4,100000,NEARLY_SORTED,3,6299573,6.299573,true
QuickSortParallel,QuickSort,PARALLEL,8,100000,NEARLY_SORTED,3,5274007,5.274007,true
QuickSortParallel,QuickSort,PARALLEL,16,100000,NEARLY_SORTED,3,5533970,5.533970,true
QuickSortSerial,QuickSort,SERIAL,1,100000,NEARLY_SORTED,4,6524085,6.524085,true
QuickSortParallel,QuickSort,PARALLEL,2,100000,NEARLY_SORTED,4,6283037,6.283037,true
QuickSortParallel,QuickSort,PARALLEL,4,100000,NEARLY_SORTED,4,3930726,3.930726,true
QuickSortParallel,QuickSort,PARALLEL,8,100000,NEARLY_SORTED,4,3160864,3.160864,true
QuickSortParallel,QuickSort,PARALLEL,16,100000,NEARLY_SORTED,4,5039787,5.039787,true
QuickSortSerial,QuickSort,SERIAL,1,100000,NEARLY_SORTED,5,6020469,6.020469,true
QuickSortParallel,QuickSort,PARALLEL,2,100000,NEARLY_SORTED,5,4798505,4.798505,true
QuickSortParallel,QuickSort,PARALLEL,4,100000,NEARLY_SORTED,5,9300673,9.300673,true
QuickSortParallel,QuickSort,PARALLEL,8,100000,NEARLY_SORTED,5,9042159,9.042159,true
QuickSortParallel,QuickSort,PARALLEL,16,100000,NEARLY_SORTED,5,9948682,9.948682,true
QuickSortSerial,QuickSort,SERIAL,1,500000,NEARLY_SORTED,1,25652407,25.652407,true
QuickSortParallel,QuickSort,PARALLEL,2,500000,NEARLY_SORTED,1,11571036,11.571036,true
QuickSortParallel,QuickSort,PARALLEL,4,500000,NEARLY_SORTED,1,8349277,8.349277,true
QuickSortParallel,QuickSort,PARALLEL,8,500000,NEARLY_SORTED,1,10420912,10.420912,true
QuickSortParallel,QuickSort,PARALLEL,16,500000,NEARLY_SORTED,1,15349515,15.349515,true
QuickSortSerial,QuickSort,SERIAL,1,500000,NEARLY_SORTED,2,26265990,26.265990,true
QuickSortParallel,QuickSort,PARALLEL,2,500000,NEARLY_SORTED,2,12807599,12.807599,true
QuickSortParallel,QuickSort,PARALLEL,4,500000,NEARLY_SORTED,2,17350006,17.350006,true
QuickSortParallel,QuickSort,PARALLEL,8,500000,NEARLY_SORTED,2,14951440,14.951440,true
QuickSortParallel,QuickSort,PARALLEL,16,500000,NEARLY_SORTED,2,10209580,10.209580,true
QuickSortSerial,QuickSort,SERIAL,1,500000,NEARLY_SORTED,3,24563444,24.563444,true
QuickSortParallel,QuickSort,PARALLEL,2,500000,NEARLY_SORTED,3,22500101,22.500101,true
QuickSortParallel,QuickSort,PARALLEL,4,500000,NEARLY_SORTED,3,20247083,20.247083,true
QuickSortParallel,QuickSort,PARALLEL,8,500000,NEARLY_SORTED,3,15935798,15.935798,true
QuickSortParallel,QuickSort,PARALLEL,16,500000,NEARLY_SORTED,3,17584830,17.584830,true
QuickSortSerial,QuickSort,SERIAL,1,500000,NEARLY_SORTED,4,22275834,22.275834,true
QuickSortParallel,QuickSort,PARALLEL,2,500000,NEARLY_SORTED,4,16996285,16.996285,true
QuickSortParallel,QuickSort,PARALLEL,4,500000,NEARLY_SORTED,4,8348284,8.348284,true
QuickSortParallel,QuickSort,PARALLEL,8,500000,NEARLY_SORTED,4,54699765,54.699765,true
QuickSortParallel,QuickSort,PARALLEL,16,500000,NEARLY_SORTED,4,13227144,13.227144,true
QuickSortSerial,QuickSort,SERIAL,1,500000,NEARLY_SORTED,5,22212615,22.212615,true
QuickSortParallel,QuickSort,PARALLEL,2,500000,NEARLY_SORTED,5,13946808,13.946808,true
QuickSortParallel,QuickSort,PARALLEL,4,500000,NEARLY_SORTED,5,8259278,8.259278,true
QuickSortParallel,QuickSort,PARALLEL,8,500000,NEARLY_SORTED,5,8431065,8.431065,true
QuickSortParallel,QuickSort,PARALLEL,16,500000,NEARLY_SORTED,5,7836967,7.836967,true
