algorithm,base_algorithm,execution_type,threads,size,data_type,sample,time_ns,time_ms,sorted
SelectionSortParallel,SelectionSort,PARALLEL,2,10000,SORTED,4,79435888,79.435888,true
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,SORTED,4,82461512,82.461512,true
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,SORTED,4,98908565,98.908565,true
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,SORTED,4,155289632,155.289632,true
SelectionSortSerial,SelectionSort,SERIAL,1,10000,SORTED,5,18408631,18.408631,true
SelectionSortParallel,SelectionSort,PARALLEL,2,10000,SORTED,5,69584742,69.584742,true
SelectionSortParallel,SelectionSort,PARALLEL,4,10000,SORTED,5,83060994,83.060994,true
SelectionSortParallel,SelectionSort,PARALLEL,8,10000,SORTED,5,105258245,105.258245,true
SelectionSortParallel,SelectionSort,PARALLEL,16,10000,SORTED,5,139545993,139.545993,true
MergeSortSerial,MergeSort,SERIAL,1,10000,SORTED,1,229117,0.229117,true
MergeSortParallel,MergeSort,PARALLEL,2,10000,SORTED,1,586152,0.586152,true
MergeSortParallel,MergeSort,PARALLEL,4,10000,SORTED,1,475319,0.475319,true
MergeSortParallel,MergeSort,PARALLEL,8,10000,SORTED,1,495268,0.495268,true
MergeSortParallel,MergeSort,PARALLEL,16,10000,SORTED,1,473405,0.473405,true
MergeSortSerial,MergeSort,SERIAL,1,10000,SORTED,2,192823,0.192823,true
MergeSortParallel,MergeSort,PARALLEL,2,10000,SORTED,2,467169,0.467169,true
MergeSortParallel,MergeSort,PARALLEL,4,10000,SORTED,2,384426,0.384426,true
MergeSortParallel,MergeSort,PARALLEL,8,10000,SORTED,2,445011,0.445011,true
MergeSortParallel,MergeSort,PARALLEL,16,10000,SORTED,2,443684,0.443684,true
MergeSortSerial,MergeSort,SERIAL,1,10000,SORTED,3,183562,0.183562,true
MergeSortParallel,MergeSort,PARALLEL,2,10000,SORTED,3,479469,0.479469,true
MergeSortParallel,MergeSort,PARALLEL,4,10000,SORTED,3,475396,0.475396,true
MergeSortParallel,MergeSort,PARALLEL,8,10000,SORTED,3,429545,0.429545,true
MergeSortParallel,MergeSort,PARALLEL,16,10000,SORTED,3,434505,0.434505,true
MergeSortSerial,MergeSort,SERIAL,1,10000,SORTED,4,185577,0.185577,true
MergeSortParallel,MergeSort,PARALLEL,2,10000,SORTED,4,443947,0.443947,true
MergeSortParallel,MergeSort,PARALLEL,4,10000,SORTED,4,477484,0.477484,true
MergeSortParallel,MergeSort,PARALLEL,8,10000,SORTED,4,444674,0.444674,true
MergeSortParallel,MergeSort,PARALLEL,16,10000,SORTED,4,450934,0.450934,true
MergeSortSerial,MergeSort,SERIAL,1,10000,SORTED,5,191987,0.191987,true
MergeSortParallel,MergeSort,PARALLEL,2,10000,SORTED,5,450227,0.450227,true
MergeSortParallel,MergeSort,PARALLEL,4,10000,SORTED,5,452091,0.452091,true
MergeSortParallel,MergeSort,PARALLEL,8,10000,SORTED,5,422433,0.422433,true
MergeSortParallel,MergeSort,PARALLEL,16,10000,SORTED,5,463438,0.463438,true
MergeSortSerial,MergeSort,SERIAL,1,50000,SORTED,1,1061379,1.061379,true
MergeSortParallel,MergeSort,PARALLEL,2,50000,SORTED,1,1361293,1.361293,true
MergeSortParallel,MergeSort,PARALLEL,4,50000,SORTED,1,939058,0.939058,true
MergeSortParallel,MergeSort,PARALLEL,8,50000,SORTED,1,1010797,1.010797,true
MergeSortParallel,MergeSort,PARALLEL,16,50000,SORTED,1,815111,0.815111,true
MergeSortSerial,MergeSort,SERIAL,1,50000,SORTED,2,1047562,1.047562,true
MergeSortParallel,MergeSort,PARALLEL,2,50000,SORTED,2,1310672,1.310672,true
MergeSortParallel,MergeSort,PARALLEL,4,50000,SORTED,2,906995,0.906995,true
MergeSortParallel,MergeSort,PARALLEL,8,50000,SORTED,2,749394,0.749394,true
MergeSortParallel,MergeSort,PARALLEL,16,50000,SORTED,2,808404,0.808404,true
MergeSortSerial,MergeSort,SERIAL,1,50000,SORTED,3,1068983,1.068983,true
MergeSortParallel,MergeSort,PARALLEL,2,50000,SORTED,3,1124106,1.124106,true
MergeSortParallel,MergeSort,PARALLEL,4,50000,SORTED,3,877013,0.877013,true
MergeSortParallel,MergeSort,PARALLEL,8,50000,SORTED,3,721919,0.721919,true
MergeSortParallel,MergeSort,PARALLEL,16,50000,SORTED,3,713126,0.713126,true
MergeSortSerial,MergeSort,SERIAL,1,50000,SORTED,4,1474383,1.474383,true
MergeSortParallel,MergeSort,PARALLEL,2,50000,SORTED,4,1225947,1.225947,true
MergeSortParallel,MergeSort,PARALLEL,4,50000,SORTED,4,940510,0.940510,true
MergeSortParallel,MergeSort,PARALLEL,8,50000,SORTED,4,891678,0.891678,true
MergeSortParallel,MergeSort,PARALLEL,16,50000,SORTED,4,801629,0.801629,true
MergeSortSerial,MergeSort,SERIAL,1,50000,SORTED,5,1423978,1.423978,true
MergeSortParallel,MergeSort,PARALLEL,2,50000,SORTED,5,1298889,1.298889,true
MergeSortParallel,MergeSort,PARALLEL,4,50000,SORTED,5,854026,0.854026,true
MergeSortParallel,MergeSort,PARALLEL,8,50000,SORTED,5,767015,0.767015,true
MergeSortParallel,MergeSort,PARALLEL,16,50000,SORTED,5,854183,0.854183,true
MergeSortSerial,MergeSort,SERIAL,1,100000,SORTED,1,2322511,2.322511,true
MergeSortParallel,MergeSort,PARALLEL,2,100000,SORTED,1,1815327,1.815327,true
MergeSortParallel,MergeSort,PARALLEL,4,100000,SORTED,1,1450897,1.450897,true
MergeSortParallel,MergeSort,PARALLEL,8,100000,SORTED,1,1333847,1.333847,true
MergeSortParallel,MergeSort,PARALLEL,16,100000,SORTED,1,1478381,1.478381,true
MergeSortSerial,MergeSort,SERIAL,1,100000,SORTED,2,2763214,2.763214,true
MergeSortParallel,MergeSort,PARALLEL,2,100000,SORTED,2,2481749,2.481749,true
MergeSortParallel,MergeSort,PARALLEL,4,100000,SORTED,2,1505411,1.505411,true
MergeSortParallel,MergeSort,PARALLEL,8,100000,SORTED,2,1342585,1.342585,true
MergeSortParallel,MergeSort,PARALLEL,16,100000,SORTED,2,1671075,1.671075,true
MergeSortSerial,MergeSort,SERIAL,1,100000,SORTED,3,2751199,2.751199,true
MergeSortParallel,MergeSort,PARALLEL,2,100000,SORTED,3,2110553,2.110553,true
MergeSortParallel,MergeSort,PARALLEL,4,100000,SORTED,3,1744437,1.744437,true
MergeSortParallel,MergeSort,PARALLEL,8,100000,SORTED,3,2691394,2.691394,true
MergeSortParallel,MergeSort,PARALLEL,16,100000,SORTED,3,2580322,2.580322,true
MergeSortSerial,MergeSort,SERIAL,1,100000,SORTED,4,3051303,3.051303,true
MergeSortParallel,MergeSort,PARALLEL,2,100000,SORTED,4,2099173,2.099173,true
MergeSortParallel,MergeSort,PARALLEL,4,100000,SORTED,4,1039653,1.039653,true
MergeSortParallel,MergeSort,PARALLEL,8,100000,SORTED,4,1418082,1.418082,true
MergeSortParallel,MergeSort,PARALLEL,16,100000,SORTED,4,2201693,2.201693,true
MergeSortSerial,MergeSort,SERIAL,1,100000,SORTED,5,2802868,2.802868,true
MergeSortParallel,MergeSort,PARALLEL,2,100000,SORTED,5,2300872,2.300872,true
MergeSortParallel,MergeSort,PARALLEL,4,100000,SORTED,5,1685273,1.685273,true
MergeSortParallel,MergeSort,PARALLEL,8,100000,SORTED,5,1608703,1.608703,true
MergeSortParallel,MergeSort,PARALLEL,16,100000,SORTED,5,1886238,1.886238,true
MergeSortSerial,MergeSort,SERIAL,1,500000,SORTED,1,12430896,12.430896,true
MergeSortParallel,MergeSort,PARALLEL,2,500000,SORTED,1,7803780,7.803780,true
MergeSortParallel,MergeSort,PARALLEL,4,500000,SORTED,1,5779059,5.779059,true
MergeSortParallel,MergeSort,PARALLEL,8,500000,SORTED,1,4427388,4.427388,true
MergeSortParallel,MergeSort,PARALLEL,16,500000,SORTED,1,5723116,5.723116,true
MergeSortSerial,MergeSort,SERIAL,1,500000,SORTED,2,12928016,12.928016,true
MergeSortParallel,MergeSort,PARALLEL,2,500000,SORTED,2,12606746,12.606746,true
MergeSortParallel,MergeSort,PARALLEL,4,500000,SORTED,2,6219852,6.219852,true
MergeSortParallel,MergeSort,PARALLEL,8,500000,SORTED,2,7995675,7.995675,true
MergeSortParallel,MergeSort,PARALLEL,16,500000,SORTED,2,5933715,5.933715,true
MergeSortSerial,MergeSort,SERIAL,1,500000,SORTED,3,14021268,14.021268,true
MergeSortParallel,MergeSort,PARALLEL,2,500000,SORTED,3,9095953,9.095953,true
MergeSortParallel,MergeSort,PARALLEL,4,500000,SORTED,3,7839235,7.839235,true
MergeSortParallel,MergeSort,PARALLEL,8,500000,SORTED,3,6679975,6.679975,true
MergeSortParallel,MergeSort,PARALLEL,16,500000,SORTED,3,5305137,5.305137,true
MergeSortSerial,MergeSort,SERIAL,1,500000,SORTED,4,14397198,14.397198,true
MergeSortParallel,MergeSort,PARALLEL,2,500000,SORTED,4,7844483,7.844483,true
MergeSortParallel,MergeSort,PARALLEL,4,500000,SORTED,4,5994056,5.994056,true
MergeSortParallel,MergeSort,PARALLEL,8,500000,SORTED,4,5989333,5.989333,true
MergeSortParallel,MergeSort,PARALLEL,16,500000,SORTED,4,8070464,8.070464,true
MergeSortSerial,MergeSort,SERIAL,1,500000,SORTED,5,12454452,12.454452,true
MergeSortParallel,MergeSort,PARALLEL,2,500000,SORTED,5,8920768,8.920768,true
MergeSortParallel,MergeSort,PARALLEL,4,500000,SORTED,5,6774399,6.774399,true
MergeSortParallel,MergeSort,PARALLEL,8,500000,SORTED,5,4462505,4.462505,true
MergeSortParallel,MergeSort,PARALLEL,16,500000,SORTED,5,5030441,5.030441,true
QuickSortSerial,QuickSort,SERIAL,1,10000,SORTED,1,95379,0.095379,true
QuickSortParallel,QuickSort,PARALLEL,2,10000,SORTED,1,421021,0.421021,true
QuickSortParallel,QuickSort,PARALLEL,4,10000,SORTED,1,328270,0.328270,true
QuickSortParallel,QuickSort,PARALLEL,8,10000,SORTED,1,371742,0.371742,true
QuickSortParallel,QuickSort,PARALLEL,16,10000,SORTED,1,391745,0.391745,true
QuickSortSerial,QuickSort,SERIAL,1,10000,SORTED,2,105881,0.105881,true
QuickSortParallel,QuickSort,PARALLEL,2,10000,SORTED,2,289666,0.289666,true
QuickSortParallel,QuickSort,PARALLEL,4,10000,SORTED,2,327947,0.327947,true
QuickSortParallel,QuickSort,PARALLEL,8,10000,SORTED,2,285239,0.285239,true
QuickSortParallel,QuickSort,PARALLEL,16,10000,SORTED,2,304965,0.304965,true
QuickSortSerial,QuickSort,SERIAL,1,10000,SORTED,3,108813,0.108813,true
QuickSortParallel,QuickSort,PARALLEL,2,10000,SORTED,3,328656,0.328656,true
QuickSortParallel,QuickSort,PARALLEL,4,10000,SORTED,3,295956,0.295956,true
QuickSortParallel,QuickSort,PARALLEL,8,10000,SORTED,3,332710,0.332710,true
QuickSortParallel,QuickSort,PARALLEL,16,10000,SORTED,3,302413,0.302413,true
QuickSortSerial,QuickSort,SERIAL,1,10000,SORTED,4,91762,0.091762,true
QuickSortParallel,QuickSort,PARALLEL,2,10000,SORTED,4,288935,0.288935,true
QuickSortParallel,QuickSort,PARALLEL,4,10000,SORTED,4,312634,0.312634,true
QuickSortParallel,QuickSort,PARALLEL,8,10000,SORTED,4,320306,0.320306,true
QuickSortParallel,QuickSort,PARALLEL,16,10000,SORTED,4,321758,0.321758,true
QuickSortSerial,QuickSort,SERIAL,1,10000,SORTED,5,125790,0.125790,true
QuickSortParallel,QuickSort,PARALLEL,2,10000,SORTED,5,323919,0.323919,true
QuickSortParallel,QuickSort,PARALLEL,4,10000,SORTED,5,302962,0.302962,true
QuickSortParallel,QuickSort,PARALLEL,8,10000,SORTED,5,290231,0.290231,true
QuickSortParallel,QuickSort,PARALLEL,16,10000,SORTED,5,372709,0.372709,true
QuickSortSerial,QuickSort,SERIAL,1,50000,SORTED,1,567454,0.567454,true
QuickSortParallel,QuickSort,PARALLEL,2,50000,SORTED,1,897877,0.897877,true
QuickSortParallel,QuickSort,PARALLEL,4,50000,SORTED,1,692548,0.692548,true
QuickSortParallel,QuickSort,PARALLEL,8,50000,SORTED,1,660486,0.660486,true
QuickSortParallel,QuickSort,PARALLEL,16,50000,SORTED,1,656927,0.656927,true
QuickSortSerial,QuickSort,SERIAL,1,50000,SORTED,2,598777,0.598777,true
QuickSortParallel,QuickSort,PARALLEL,2,50000,SORTED,2,973714,0.973714,true
QuickSortParallel,QuickSort,PARALLEL,4,50000,SORTED,2,688705,0.688705,true
QuickSortParallel,QuickSort,PARALLEL,8,50000,SORTED,2,791165,0.791165,true
QuickSortParallel,QuickSort,PARALLEL,16,50000,SORTED,2,760562,0.760562,true
QuickSortSerial,QuickSort,SERIAL,1,50000,SORTED,3,1402847,1.402847,true
QuickSortParallel,QuickSort,PARALLEL,2,50000,SORTED,3,660203,0.660203,true
QuickSortParallel,QuickSort,PARALLEL,4,50000,SORTED,3,650359,0.650359,true
QuickSortParallel,QuickSort,PARALLEL,8,50000,SORTED,3,565504,0.565504,true
QuickSortParallel,QuickSort,PARALLEL,16,50000,SORTED,3,735931,0.735931,true
QuickSortSerial,QuickSort,SERIAL,1,50000,SORTED,4,555510,0.555510,true
QuickSortParallel,QuickSort,PARALLEL,2,50000,SORTED,4,1111524,1.111524,true
QuickSortParallel,QuickSort,PARALLEL,4,50000,SORTED,4,778217,0.778217,true
QuickSortParallel,QuickSort,PARALLEL,8,50000,SORTED,4,649269,0.649269,true
QuickSortParallel,QuickSort,PARALLEL,16,50000,SORTED,4,647611,0.647611,true
QuickSortSerial,QuickSort,SERIAL,1,50000,SORTED,5,646229,0.646229,true
QuickSortParallel,QuickSort,PARALLEL,2,50000,SORTED,5,1274755,1.274755,true
QuickSortParallel,QuickSort,PARALLEL,4,50000,SORTED,5,741448,0.741448,true
QuickSortParallel,QuickSort,PARALLEL,8,50000,SORTED,5,804876,0.804876,true
QuickSortParallel,QuickSort,PARALLEL,16,50000,SORTED,5,707396,0.707396,true
QuickSortSerial,QuickSort,SERIAL,1,100000,SORTED,1,2019079,2.019079,true
QuickSortParallel,QuickSort,PARALLEL,2,100000,SORTED,1,1679333,1.679333,true
QuickSortParallel,QuickSort,PARALLEL,4,100000,SORTED,1,1048621,1.048621,true
QuickSortParallel,QuickSort,PARALLEL,8,100000,SORTED,1,795129,0.795129,true
QuickSortParallel,QuickSort,PARALLEL,16,100000,SORTED,1,1043302,1.043302,true
QuickSortSerial,QuickSort,SERIAL,1,100000,SORTED,2,2137775,2.137775,true
QuickSortParallel,QuickSort,PARALLEL,2,100000,SORTED,2,1299669,1.299669,true
QuickSortParallel,QuickSort,PARALLEL,4,100000,SORTED,2,888944,0.888944,true
QuickSortParallel,QuickSort,PARALLEL,8,100000,SORTED,2,909420,0.909420,true
QuickSortParallel,QuickSort,PARALLEL,16,100000,SORTED,2,1239794,1.239794,true
QuickSortSerial,QuickSort,SERIAL,1,100000,SORTED,3,1121445,1.121445,true
QuickSortParallel,QuickSort,PARALLEL,2,100000,SORTED,3,1372860,1.372860,true
QuickSortParallel,QuickSort,PARALLEL,4,100000,SORTED,3,963458,0.963458,true
QuickSortParallel,QuickSort,PARALLEL,8,100000,SORTED,3,886264,0.886264,true
QuickSortParallel,QuickSort,PARALLEL,16,100000,SORTED,3,1714153,1.714153,true
QuickSortSerial,QuickSort,SERIAL,1,100000,SORTED,4,2560679,2.560679,true
QuickSortParallel,QuickSort,PARALLEL,2,100000,SORTED,4,976235,0.976235,true
QuickSortParallel,QuickSort,PARALLEL,4,100000,SORTED,4,1631515,1.631515,true
QuickSortParallel,QuickSort,PARALLEL,8,100000,SORTED,4,816672,0.816672,true
QuickSortParallel,QuickSort,PARALLEL,16,100000,SORTED,4,1156432,1.156432,true
QuickSortSerial,QuickSort,SERIAL,1,100000,SORTED,5,1684795,1.684795,true
QuickSortParallel,QuickSort,PARALLEL,2,100000,SORTED,5,875566,0.875566,true
QuickSortParallel,QuickSort,PARALLEL,4,100000,SORTED,5,796122,0.796122,true
QuickSortParallel,QuickSort,PARALLEL,8,100000,SORTED,5,817297,0.817297,true
QuickSortParallel,QuickSort,PARALLEL,16,100000,SORTED,5,1024202,1.024202,true
QuickSortSerial,QuickSort,SERIAL,1,500000,SORTED,1,6864575,6.864575,true
QuickSortParallel,QuickSort,PARALLEL,2,500000,SORTED,1,5782223,5.782223,true
QuickSortParallel,QuickSort,PARALLEL,4,500000,SORTED,1,28445711,28.445711,true
QuickSortParallel,QuickSort,PARALLEL,8,500000,SORTED,1,2304544,2.304544,true
QuickSortParallel,QuickSort,PARALLEL,16,500000,SORTED,1,1942229,1.942229,true
QuickSortSerial,QuickSort,SERIAL,1,500000,SORTED,2,6075097,6.075097,true
QuickSortParallel,QuickSort,PARALLEL,2,500000,SORTED,2,3612915,3.612915,true
QuickSortParallel,QuickSort,PARALLEL,4,500000,SORTED,2,2368917,2.368917,true
QuickSortParallel,QuickSort,PARALLEL,8,500000,SORTED,2,2576659,2.576659,true
QuickSortParallel,QuickSort,PARALLEL,16,500000,SORTED,2,2661523,2.661523,true
QuickSortSerial,QuickSort,SERIAL,1,500000,SORTED,3,8245625,8.245625,true
QuickSortParallel,QuickSort,PARALLEL,2,500000,SORTED,3,5841700,5.841700,true
QuickSortParallel,QuickSort,PARALLEL,4,500000,SORTED,3,4350573,4.350573,true
QuickSortParallel,QuickSort,PARALLEL,8,500000,SORTED,3,2671100,2.671100,true
QuickSortParallel,QuickSort,PARALLEL,16,500000,SORTED,3,2750361,2.750361,true
QuickSortSerial,QuickSort,SERIAL,1,500000,SORTED,4,6847606,6.847606,true
QuickSortParallel,QuickSort,PARALLEL,2,500000,SORTED,4,6600660,6.600660,true
QuickSortParallel,QuickSort,PARALLEL,4,500000,SORTED,4,2918819,2.918819,true
QuickSortParallel,QuickSort,PARALLEL,8,500000,SORTED,4,2549488,2.549488,true
QuickSortParallel,QuickSort,PARALLEL,16,500000,SORTED,4,2328560,2.328560,true
QuickSortSerial,QuickSort,SERIAL,1,500000,SORTED,5,6828490,6.828490,true
QuickSortParallel,QuickSort,PARALLEL,2,500000,SORTED,5,4054952,4.054952,true
QuickSortParallel,QuickSort,PARALLEL,4,500000,SORTED,5,2871992,2.871992,true
QuickSortParallel,QuickSort,PARALLEL,8,500000,SORTED,5,1930778,1.930778,true
QuickSortParallel,QuickSort,PARALLEL,16,500000,SORTED,5,2244668,2.244668,true
BubbleSortSerial,BubbleSort,SERIAL,1,1000,REVERSED,1,749422,0.749422,true
BubbleSortParallel,BubbleSort,PARALLEL,2,1000,REVERSED,1,4279475,4.279475,true
BubbleSortParallel,BubbleSort,PARALLEL,4,1000,REVERSED,1,13550090,13.550090,true
BubbleSortParallel,BubbleSort,PARALLEL,8,1000,REVERSED,1,30808592,30.808592,true
BubbleSortParallel,BubbleSort,PARALLEL,16,1000,REVERSED,1,57428803,57.428803,true
BubbleSortSerial,BubbleSort,SERIAL,1,1000,REVERSED,2,775964,0.775964,true
BubbleSortParallel,BubbleSort,PARALLEL,2,1000,REVERSED,2,3857791,3.857791,true
BubbleSortParallel,BubbleSort,PARALLEL,4,1000,REVERSED,2,12165229,12.165229,true
BubbleSortParallel,BubbleSort,PARALLEL,8,1000,REVERSED,2,30586654,30.586654,true
BubbleSortParallel,BubbleSort,PARALLEL,16,1000,REVERSED,2,103823245,103.823245,true
BubbleSortSerial,BubbleSort,SERIAL,1,1000,REVERSED,3,3390001,3.390001,true
BubbleSortParallel,BubbleSort,PARALLEL,2,1000,REVERSED,3,8125403,8.125403,true
BubbleSortParallel,BubbleSort,PARALLEL,4,1000,REVERSED,3,19571251,19.571251,true
BubbleSortParallel,BubbleSort,PARALLEL,8,1000,REVERSED,3,48986444,48.986444,true
BubbleSortParallel,BubbleSort,PARALLEL,16,1000,REVERSED,3,101263181,101.263181,true
BubbleSortSerial,BubbleSort,SERIAL,1,1000,REVERSED,4,1292243,1.292243,true
BubbleSortParallel,BubbleSort,PARALLEL,2,1000,REVERSED,4,7759839,7.759839,true
BubbleSortParallel,BubbleSort,PARALLEL,4,1000,REVERSED,4,21443203,21.443203,true
BubbleSortParallel,BubbleSort,PARALLEL,8,1000,REVERSED,4,49009892,49.009892,true
BubbleSortParallel,BubbleSort,PARALLEL,16,1000,REVERSED,4,87754662,87.754662,true
BubbleSortSerial,BubbleSort,SERIAL,1,1000,REVERSED,5,393631,0.393631,true
BubbleSortParallel,BubbleSort,PARALLEL,2,1000,REVERSED,5,6193099,6.193099,true
BubbleSortParallel,BubbleSort,PARALLEL,4,1000,REVERSED,5,20318128,20.318128,true
BubbleSortParallel,BubbleSort,PARALLEL,8,1000,REVERSED,5,41486720,41.486720,true
BubbleSortParallel,BubbleSort,PARALLEL,16,1000,REVERSED,5,81775999,81.775999,true
BubbleSortSerial,BubbleSort,SERIAL,1,2000,REVERSED,1,1791264,1.791264,true
BubbleSortParallel,BubbleSort,PARALLEL,2,2000,REVERSED,1,16672518,16.672518,true
BubbleSortParallel,BubbleSort,PARALLEL,4,2000,REVERSED,1,43122314,43.122314,true
BubbleSortParallel,BubbleSort,PARALLEL,8,2000,REVERSED,1,81477131,81.477131,true
BubbleSortParallel,BubbleSort,PARALLEL,16,2000,REVERSED,1,157766931,157.766931,true
BubbleSortSerial,BubbleSort,SERIAL,1,2000,REVERSED,2,3610919,3.610919,true
BubbleSortParallel,BubbleSort,PARALLEL,2,2000,REVERSED,2,14786596,14.786596,true
BubbleSortParallel,BubbleSort,PARALLEL,4,2000,REVERSED,2,29314153,29.314153,true
BubbleSortParallel,BubbleSort,PARALLEL,8,2000,REVERSED,2,57620971,57.620971,true
BubbleSortParallel,BubbleSort,PARALLEL,16,2000,REVERSED,2,212662415,212.662415,true
BubbleSortSerial,BubbleSort,SERIAL,1,2000,REVERSED,3,6054519,6.054519,true
BubbleSortParallel,BubbleSort,PARALLEL,2,2000,REVERSED,3,17311150,17.311150,true
BubbleSortParallel,BubbleSort,PARALLEL,4,2000,REVERSED,3,42317864,42.317864,true
BubbleSortParallel,BubbleSort,PARALLEL,8,2000,REVERSED,3,101000905,101.000905,true
BubbleSortParallel,BubbleSort,PARALLEL,16,2000,REVERSED,3,213527122,213.527122,true
BubbleSortSerial,BubbleSort,SERIAL,1,2000,REVERSED,4,5941165,5.941165,true
BubbleSortParallel,BubbleSort,PARALLEL,2,2000,REVERSED,4,16288773,16.288773,true
BubbleSortParallel,BubbleSort,PARALLEL,4,2000,REVERSED,4,37043867,37.043867,true
BubbleSortParallel,BubbleSort,PARALLEL,8,2000,REVERSED,4,70680690,70.680690,true
BubbleSortParallel,BubbleSort,PARALLEL,16,2000,REVERSED,4,103012619,103.012619,true
BubbleSortSerial,BubbleSort,SERIAL,1,2000,REVERSED,5,4257849,4.257849,true
BubbleSortParallel,BubbleSort,PARALLEL,2,2000,REVERSED,5,12322185,12.322185,true
BubbleSortParallel,BubbleSort,PARALLEL,4,2000,REVERSED,5,37135222,37.135222,true
BubbleSortParallel,BubbleSort,PARALLEL,8,2000,REVERSED,5,97881916,97.881916,true
BubbleSortParallel,BubbleSort,PARALLEL,16,2000,REVERSED,5,219720068,219.720068,true
BubbleSortSerial,BubbleSort,SERIAL,1,5000,REVERSED,1,22751826,22.751826,true
BubbleSortParallel,BubbleSort,PARALLEL,2,5000,REVERSED,1,35963717,35.963717,true
BubbleSortParallel,BubbleSort,PARALLEL,4,5000,REVERSED,1,115102294,115.102294,true
BubbleSortParallel,BubbleSort,PARALLEL,8,5000,REVERSED,1,261100654,261.100654,true
BubbleSortParallel,BubbleSort,PARALLEL,16,5000,REVERSED,1,421721279,421.721279,true
BubbleSortSerial,BubbleSort,SERIAL,1,5000,REVERSED,2,17215371,17.215371,true
BubbleSortParallel,BubbleSort,PARALLEL,2,5000,REVERSED,2,24700627,24.700627,true
BubbleSortParallel,BubbleSort,PARALLEL,4,5000,REVERSED,2,64508756,64.508756,true
BubbleSortParallel,BubbleSort,PARALLEL,8,5000,REVERSED,2,134376440,134.376440,true
BubbleSortParallel,BubbleSort,PARALLEL,16,5000,REVERSED,2,487570421,487.570421,true
BubbleSortSerial,BubbleSort,SERIAL,1,5000,REVERSED,3,20494378,20.494378,true
BubbleSortParallel,BubbleSort,PARALLEL,2,5000,REVERSED,3,26972419,26.972419,true
BubbleSortParallel,BubbleSort,PARALLEL,4,5000,REVERSED,3,114943687,114.943687,true
BubbleSortParallel,BubbleSort,PARALLEL,8,5000,REVERSED,3,264830690,264.830690,true
BubbleSortParallel,BubbleSort,PARALLEL,16,5000,REVERSED,3,460363343,460.363343,true
BubbleSortSerial,BubbleSort,SERIAL,1,5000,REVERSED,4,22208030,22.208030,true
BubbleSortParallel,BubbleSort,PARALLEL,2,5000,REVERSED,4,21523630,21.523630,true
BubbleSortParallel,BubbleSort,PARALLEL,4,5000,REVERSED,4,75333671,75.333671,true
BubbleSortParallel,BubbleSort,PARALLEL,8,5000,REVERSED,4,244269681,244.269681,true
BubbleSortParallel,BubbleSort,PARALLEL,16,5000,REVERSED,4,417227276,417.227276,true
BubbleSortSerial,BubbleSort,SERIAL,1,5000,REVERSED,5,20035219,20.035219,true
BubbleSortParallel,BubbleSort,PARALLEL,2,5000,REVERSED,5,23819763,23.819763,true
BubbleSortParallel,BubbleSort,PARALLEL,4,5000,REVERSED,5,63030929,63.030929,true
BubbleSortParallel,BubbleSort,PARALLEL,8,5000,REVERSED,5,179198056,179.198056,true
BubbleSortParallel,BubbleSort,PARALLEL,16,5000,REVERSED,5,437156646,437.156646,true
BubbleSortSerial,BubbleSort,SERIAL,1,10000,REVERSED,1,75015052,75.015052,true
BubbleSortParallel,BubbleSort,PARALLEL,2,10000,REVERSED,1,65666591,65.666591,true
BubbleSortParallel,BubbleSort,PARALLEL,4,10000,REVERSED,1,200015770,200.015770,true
BubbleSortParallel,BubbleSort,PARALLEL,8,10000,REVERSED,1,383035826,383.035826,true
BubbleSortParallel,BubbleSort,PARALLEL,16,10000,REVERSED,1,1081507140,1081.507140,true
BubbleSortSerial,BubbleSort,SERIAL,1,10000,REVERSED,2,76743230,76.743230,true
BubbleSortParallel,BubbleSort,PARALLEL,2,10000,REVERSED,2,81398909,81.398909,true
BubbleSortParallel,BubbleSort,PARALLEL,4,10000,REVERSED,2,162604926,162.604926,true
BubbleSortParallel,BubbleSort,PARALLEL,8,10000,REVERSED,2,482115144,482.115144,true
BubbleSortParallel,BubbleSort,PARALLEL,16,10000,REVERSED,2,1240358276,1240.358276,true
BubbleSortSerial,BubbleSort,SERIAL,1,10000,REVERSED,3,97332436,97.332436,true
BubbleSortParallel,BubbleSort,PARALLEL,2,10000,REVERSED,3,90080414,90.080414,true
BubbleSortParallel,BubbleSort,PARALLEL,4,10000,REVERSED,3,259552448,259.552448,true
BubbleSortParallel,BubbleSort,PARALLEL,8,10000,REVERSED,3,647630403,647.630403,true
BubbleSortParallel,BubbleSort,PARALLEL,16,10000,REVERSED,3,1406509580,1406.509580,true
BubbleSortSerial,BubbleSort,SERIAL,1,10000,REVERSED,4,61318821,61.318821,true
BubbleSortParallel,BubbleSort,PARALLEL,2,10000,REVERSED,4,72601007,72.601007,true
BubbleSortParallel,BubbleSort,PARALLEL,4,10000,REVERSED,4,191544313,191.544313,true
BubbleSortParallel,BubbleSort,PARALLEL,8,10000,REVERSED,4,636660438,636.660438,true
BubbleSortParallel,BubbleSort,PARALLEL,16,10000,REVERSED,4,1157185164,1157.185164,true
BubbleSortSerial,BubbleSort,SERIAL,1,10000,REVERSED,5,73775031,73.775031,true
BubbleSortParallel,BubbleSort,PARALLEL,2,10000,REVERSED,5,75356136,75.356136,true
